geoid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
14000US25025170701,8.0,2.0,3.0,2.0,11.0,3.0,4.0,7.0,6.0,2.0,6.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,17.0,7.0,2.0,8.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0
14000US25017350200,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,7.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,7.0,3.0,1.0,7.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25025010300,8.0,2.0,21.0,2.0,11.0,7.0,4.0,7.0,6.0,2.0,6.0,8.0,2.0,2.0,7.0,7.0,2.0,9.0,10.0,4.0,19.0,2.0,18.0,2.0,19.0,2.0,2.0,2.0,23.0,18.0,2.0,8.0,2.0,7.0,3.0,17.0,7.0,2.0,10.0,7.0,7.0,18.0,19.0,10.0,2.0,2.0,18.0,2.0,2.0,2.0,8.0
14000US25025070300,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25017321300,17.0,11.0,22.0,12.0,12.0,11.0,11.0,13.0,20.0,15.0,10.0,14.0,10.0,15.0,12.0,20.0,13.0,19.0,11.0,19.0,11.0,13.0,16.0,14.0,16.0,11.0,10.0,11.0,15.0,11.0,10.0,19.0,10.0,10.0,14.0,19.0,10.0,17.0,17.0,10.0,10.0,19.0,9.0,9.0,10.0,11.0,21.0,10.0,20.0,16.0,22.0
14000US33017081100,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,1.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,13.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US33017084500,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,11.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,13.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US25021422301,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25025091200,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US33017080203,10.0,3.0,5.0,11.0,2.0,3.0,3.0,2.0,1.0,9.0,1.0,9.0,8.0,8.0,11.0,3.0,9.0,9.0,8.0,12.0,1.0,8.0,10.0,9.0,6.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,8.0,7.0,1.0,7.0,2.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,10.0,3.0,3.0,3.0,9.0,6.0
14000US25009211300,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,18.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,4.0,7.0,2.0,6.0,2.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,19.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
14000US25009205700,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,18.0,2.0,19.0,2.0,2.0,2.0,23.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,19.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,2.0,2.0,2.0,3.0
14000US25021404100,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25017336100,8.0,3.0,9.0,3.0,9.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,7.0,7.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,8.0,7.0,8.0,3.0,7.0,3.0,8.0,1.0,4.0,10.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25017365202,3.0,3.0,2.0,3.0,12.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,8.0,3.0,8.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25023511400,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25023511301,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25025170800,8.0,2.0,3.0,2.0,11.0,3.0,4.0,7.0,6.0,2.0,6.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,17.0,7.0,2.0,8.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,8.0
14000US25021411200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0
14000US25017382100,3.0,3.0,13.0,3.0,13.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25025061101,2.0,5.0,8.0,8.0,8.0,2.0,21.0,26.0,13.0,5.0,13.0,5.0,4.0,5.0,2.0,2.0,5.0,9.0,22.0,2.0,2.0,5.0,19.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,20.0,20.0,5.0,10.0,4.0,8.0,2.0,21.0,2.0,4.0,5.0,11.0,5.0,5.0,5.0,3.0
14000US25025091500,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25025120600,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25025071201,3.0,3.0,9.0,3.0,9.0,3.0,3.0,27.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,11.0
14000US25017341700,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25017341102,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25025091300,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25017311800,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,1.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25017310200,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,1.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25009211200,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
14000US25017370400,3.0,3.0,15.0,3.0,15.0,3.0,3.0,16.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,14.0,1.0,4.0,1.0,9.0,11.0,4.0,3.0,3.0,12.0,3.0,10.0,17.0,3.0,3.0,3.0,3.0,3.0,8.0,3.0,3.0,10.0,15.0,1.0,4.0,14.0,1.0,4.0,1.0,3.0,8.0,3.0,3.0,14.0,13.0
14000US25009260301,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,10.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25009210700,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
14000US25021400800,14.0,9.0,5.0,14.0,17.0,22.0,13.0,2.0,18.0,13.0,8.0,3.0,14.0,3.0,3.0,9.0,10.0,7.0,23.0,3.0,2.0,14.0,9.0,9.0,9.0,9.0,5.0,8.0,7.0,13.0,3.0,11.0,8.0,3.0,15.0,7.0,21.0,3.0,6.0,1.0,22.0,3.0,13.0,6.0,20.0,8.0,12.0,3.0,3.0,3.0,2.0
14000US25017341800,14.0,9.0,6.0,14.0,15.0,7.0,13.0,20.0,14.0,13.0,8.0,20.0,14.0,16.0,17.0,5.0,10.0,16.0,23.0,11.0,13.0,14.0,9.0,18.0,6.0,7.0,14.0,7.0,18.0,4.0,7.0,8.0,19.0,7.0,15.0,7.0,11.0,8.0,15.0,16.0,7.0,14.0,11.0,6.0,20.0,8.0,13.0,16.0,15.0,14.0,8.0
14000US25017364102,13.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,11.0,6.0,12.0,12.0,12.0,11.0,13.0,4.0,11.0,13.0,11.0,10.0,11.0,1.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,13.0,10.0,10.0,14.0,9.0,10.0,11.0,13.0,10.0,10.0,11.0,9.0,9.0,10.0,11.0,1.0,10.0,11.0,12.0,12.0
14000US25025070101,13.0,11.0,12.0,12.0,23.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,13.0,20.0,11.0,13.0,11.0,10.0,11.0,12.0,10.0,17.0,16.0,11.0,10.0,11.0,10.0,13.0,10.0,10.0,19.0,9.0,10.0,11.0,13.0,13.0,10.0,11.0,9.0,9.0,10.0,11.0,22.0,10.0,11.0,12.0,12.0
14000US25025170400,8.0,2.0,3.0,2.0,11.0,7.0,22.0,7.0,6.0,2.0,6.0,2.0,2.0,2.0,7.0,7.0,2.0,14.0,10.0,20.0,7.0,2.0,12.0,2.0,21.0,2.0,2.0,2.0,19.0,4.0,2.0,8.0,2.0,7.0,3.0,17.0,18.0,2.0,8.0,2.0,21.0,10.0,20.0,17.0,2.0,2.0,14.0,2.0,2.0,2.0,8.0
14000US25025092400,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25017363104,3.0,3.0,9.0,3.0,9.0,11.0,3.0,13.0,20.0,3.0,10.0,3.0,10.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,11.0,3.0,4.0,3.0,16.0,11.0,3.0,3.0,16.0,8.0,3.0,19.0,3.0,3.0,14.0,3.0,3.0,17.0,11.0,10.0,4.0,19.0,9.0,4.0,10.0,3.0,21.0,3.0,20.0,3.0,22.0
14000US25025030400,3.0,3.0,1.0,3.0,15.0,21.0,3.0,10.0,14.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,13.0,3.0,5.0,18.0,8.0,3.0,1.0,1.0,9.0,10.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,14.0,1.0,1.0,4.0,9.0,1.0,11.0,1.0,1.0,13.0,3.0,3.0,3.0,11.0
14000US25025060301,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25021456200,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25025130402,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25025140400,2.0,5.0,18.0,19.0,20.0,2.0,22.0,28.0,21.0,5.0,21.0,5.0,4.0,5.0,19.0,2.0,5.0,17.0,20.0,20.0,20.0,5.0,20.0,11.0,21.0,5.0,19.0,18.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,16.0,22.0,5.0,19.0,4.0,17.0,15.0,20.0,15.0,4.0,5.0,2.0,5.0,5.0,5.0,23.0
14000US25021422400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US25009252601,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,10.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US33015055002,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,1.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25021422502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US33015069300,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,1.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US33017080204,3.0,1.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,1.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,1.0,3.0,4.0,12.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,13.0,4.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,11.0,2.0
14000US25021400100,4.0,1.0,13.0,5.0,13.0,9.0,19.0,22.0,20.0,20.0,10.0,3.0,10.0,3.0,3.0,3.0,19.0,1.0,24.0,21.0,21.0,3.0,4.0,3.0,11.0,11.0,3.0,1.0,16.0,10.0,16.0,20.0,20.0,11.0,1.0,21.0,3.0,17.0,11.0,18.0,4.0,19.0,13.0,4.0,17.0,16.0,10.0,3.0,17.0,3.0,3.0
14000US25017351300,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25025060501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US33017085000,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,1.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US25025120104,3.0,3.0,1.0,3.0,1.0,1.0,1.0,25.0,6.0,20.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,15.0,15.0,1.0,15.0,23.0,3.0,1.0,15.0,1.0,19.0,1.0,15.0,14.0,3.0,1.0,21.0,4.0,1.0,22.0,4.0,20.0,3.0,11.0,15.0,14.0,1.0,1.0
14000US25009204300,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
14000US25009206200,4.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
14000US25025101102,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25025010203,19.0,19.0,22.0,21.0,12.0,23.0,23.0,29.0,18.0,21.0,22.0,14.0,22.0,9.0,20.0,20.0,20.0,19.0,17.0,19.0,16.0,13.0,16.0,16.0,22.0,20.0,15.0,16.0,24.0,20.0,18.0,19.0,14.0,20.0,21.0,19.0,21.0,19.0,6.0,22.0,23.0,19.0,23.0,19.0,21.0,18.0,21.0,23.0,20.0,20.0,22.0
14000US25021400200,20.0,20.0,18.0,22.0,24.0,21.0,24.0,23.0,22.0,20.0,21.0,21.0,23.0,19.0,17.0,19.0,19.0,10.0,16.0,22.0,15.0,16.0,20.0,20.0,23.0,21.0,20.0,18.0,22.0,19.0,19.0,21.0,20.0,21.0,18.0,21.0,22.0,18.0,20.0,23.0,15.0,4.0,22.0,15.0,22.0,19.0,19.0,24.0,21.0,21.0,19.0
14000US25017358700,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US33015003400,10.0,10.0,11.0,11.0,11.0,3.0,10.0,9.0,8.0,10.0,9.0,10.0,9.0,11.0,10.0,10.0,11.0,8.0,8.0,10.0,10.0,9.0,8.0,10.0,6.0,10.0,9.0,9.0,8.0,9.0,9.0,10.0,8.0,7.0,9.0,8.0,9.0,9.0,12.0,1.0,9.0,3.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0
14000US25025092300,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25009260600,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,10.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
